,special,podcast,podcast_airdate,podcast_sequence,radio_airdate,radio_sequence,song,artist,album,time,notes,break,asin,itunes,source
,,036.Antifreeze,,26,2009-06-23,26,Riverside Drive,Gachupín,,,Featuring Tony Maimone,,B000QBYCJ8,,wfit
,,036.Antifreeze,,27,2009-06-23,27,Number One Spy,Syd Dale,,,More suave spyness,,B000EEE3V4,,wfit
,,036.Antifreeze,,28,2009-06-23,28,Hombre Secreto (Secret Agent Man),The Plugz,,,Off the fertile Repo Man soundtrack,,B000002PF7,,wfit
,,036.Antifreeze,,29,2009-06-23,29,Gumpstumper,Ben Vaughn,,,I need to play some stuff from his Rambler ’65 album,,B0000048E5,,wfit
,,036.Antifreeze,,30,2009-06-23,30,,,,,,X,,,wfit
,,036.Antifreeze,,31,2009-06-23,31,Sir Prize,The Starlight Mints,,,Let’s have some violins.,,B00004WFJC,,wfit
,,036.Antifreeze,,32,2009-06-23,32,Chump,Igmo,,,More violins!,,,,wfit
,,036.Antifreeze,,33,2009-06-23,33,Hey Hey La La,Vells,,,Psychedelic motown?,,B0002QO39Q,,wfit
,,036.Antifreeze,,34,2009-06-23,34,Eyes Adjust to Light,Irving,,,Who wouldn’t circle back to see Willie Nelson?,,B00006LPQF,,wfit
,,036.Antifreeze,,35,2009-06-23,35,,,,,,X,,,wfit
,,036.Antifreeze,,36,2009-06-23,36,Weirdo,Five-Eight,,,Mike Mantione holds no punches,,B000008FMU,,wfit
,,036.Antifreeze,,37,2009-06-23,37,The Model,Kraftwerk,,,Soothing German minimalism,,B000002GYI,,wfit
,,036.Antifreeze,,38,2009-06-23,38,Housewife's Choice,The Determinations,,,Revisiting a standard,,B000005HPR,,wfit
,,036.Antifreeze,,39,2009-06-23,39,DC Comics And Chocolate Milkshake,Art Brut,,,Hard to beat the Brut.,,B001UGISGQ,,wfit
,,036.Antifreeze,,40,2009-06-23,40,,,,,,X,,,wfit
,,036.Antifreeze,,41,2009-06-23,41,Happy Up Here,Royksopp,,,Shiny happy music,,B001TIQTJS,,wfit
,,,,,2009-06-30,00,,,,,,X,,,wfit
,,,,,2009-06-30,01,When I Will Be Loved,The Fucking Eagles,,,"Can’t say the name on the air, but there it is in ASCII",,,,wfit
,,,,,2009-06-30,02,,,,,,X,,,wfit
,,,,,2009-06-30,03,Shake Some Action,The Flamin Groovies,,,"By request, going out to Gail and Carole",,B0000020T3,,wfit
,,,,,2009-06-30,04,Synthesizer Guide Book on Fire,Boredoms,,,Humming and thrumming,,B000005JCD,,wfit
,,,,,2009-06-30,05,Haze of Love,Cake,,,"Old cake, still edible after all these years",,B000003CKH,,wfit
,,,,,2009-06-30,06,French Navy,Camera Obscura,,,New stuff from these Glaswegians,,B001T46U32,,wfit
,,,,,2009-06-30,07,,,,,,X,,,wfit
,,,,,2009-06-30,08,Daylight Till Dawn,All Night Radio,,,More like ‘70s radio...,,B00019G43C,,wfit
,,,,,2009-06-30,09,DNA,Ashtech,,,Dub will do you right,,B000OCY41U,,wfit
,,,,,2009-06-30,10,Adventures Of Rabbi Jacob,The Astroglides,,,The chosen people can spy.,,3898983544,,wfit
,,,,,2009-06-30,11,,,,,,X,,,wfit
,,,,,2009-06-30,12,Pencil Neck Geek,Fred Blassie,,,Classy Fred Blassie,,B0000032MK,,wfit
,,,,,2009-06-30,13,I'll Go Down Swinging,Los Straitjackets,,,"If you didn’t figure it out, that was Exene Cervenka",,B00005OC8D,,wfit
,,,,,2009-06-30,14,Perfect,Petty Booka,,,Originally by Fairground Attraction,,B00008DCR6,,wfit
,,,,,2009-06-30,15,What Deaner Was Talking About,Ween,,,"Earworm, be banished!",,B000002HFE,,wfit
,,,,,2009-06-30,16,,,,,,X,,,wfit
,,,,,2009-06-30,17,Shrinking Violets,The Pica Beats,,,From Seattle,,B001CVCB8K,,wfit
,,,,,2009-06-30,18,Bad Brother,Ronny Jordan,,,Check out The Rebirth of Cool I,,B000005HSZ,,wfit
,,,,,2009-06-30,19,Dancing Drums,Badmarsh & Shri,,,Unstoppable indian percussion,,B00000I9AO,,wfit
,,,,,2009-06-30,20,,,,,,X,,,wfit
,,,,,2009-06-30,21,Big Country,Illinois,,,The big big sound,,B00265SB6M,,wfit
,,,,,2009-06-30,22,Don't Leave Me Blue,The Blue Van,,,"Charming, isn’t it?",,B000JFY08E,,wfit
,,,,,2009-06-30,23,Hold Me Tight,Emily Zuzik,,,From the Beatles Complete on Ukulele,,,,wfit
,,,,,2009-06-30,24,First Love,Horace X,,,WTF was that?,,B000AA4IGM,,wfit
,,,,,2009-06-30,25,,,,,,X,,,wfit
,,,,,2009-06-30,26,Around Da Phire Too,The Z Kamp Express,,,Wonderfully distracted,,B001AZ88JO,,wfit
,,,,,2009-06-30,27,Forever Dudes,Still Flyin,,,Upbeat and sly,,B001U3N3UK,,wfit
,,,,,2009-06-30,28,"Gimme, Gimme, Gimme",Ben Vaughn Combo,,,Still seeking that Rambler ’65 album...,,B00108YGTW,,wfit
,,,,,2009-06-30,29,The Souvlak,Boom Pam,,,Frantic! And a fake-out ending!,,3898983544,,wfit
,,,,,2009-06-30,30,,,,,,X,,,wfit
,,,,,2009-06-30,31,Paper Birds,Siberian        ,,,Broken up!,,,,wfit
,,,,,2009-06-30,32,Dragonflies,Eddi Reader,,,Speaking of Fairground Attraction...,,B001KVW59M,,wfit
,,,,,2009-06-30,33,Hermetico,Balkan Beat Box,,,Stay tuned to this show for more Balkan madness,,B000OZ2COI,,wfit
,,,,,2009-06-30,34,,,,,,X,,,wfit
,,,,,2009-06-30,35,Sea Within A Sea,The Horrors,,,Hypnotic,,B001W63DPA,,wfit
July 2009,,,,,,,,,,,,,,,
,,,,,2009-07-07,00,,,,,,X,,,wfit
,,,,,2009-07-07,01,Willie Vs. The Pimp (Variations On A Theme),Carneyball Johnson,,,Who doesn’t like a Frank Zappa cover?,,B000FTKZMO,,wfit
,,,,,2009-07-07,02,,,,,,X,,,wfit
,,,,,2009-07-07,03,Come Into,Enon,,,Something about Enon hooks me everyime,,B000VEA2K8,,wfit
,,,,,2009-07-07,04,Gratitude,The Beastie Boys,,,In the mood for some of this.,,B000002V1I,,wfit
,,,,,2009-07-07,05,I Turned Into A Martian,The Misfits,,,Reminds me of getting my wisdom teeth out,,B000000I3O,,wfit
,,,,,2009-07-07,06,Two Fat Feet,The Fiery Furnaces,,,Uncomfortable yet lovable,,B000XJ5U3A,,wfit
,,,,,2009-07-07,07,,,,,,X,,,wfit
,,,,,2009-07-07,08,London,Jeff Lang,,,Australian slide virtuoso,,B0000WU39Q,,wfit
,,,,,2009-07-07,09,Never Ever,The Solace Bros.,,,"From Tucson, AZ",,B00104KHZI,,wfit
,,,,,2009-07-07,10,Fell In Love With A Girl,The White Stripes,,,Dig the Lego video...,,B001AP11LG,,wfit
,,,,,2009-07-07,11,Me & My Babysitter,Ill Ease,,,Did you feel at ill ease?,,B000A1OF0A,,wfit
,,,,,2009-07-07,12,,,,,,X,,,wfit
,,,,,2009-07-07,13,Rock'n'Roll,Handsome Boy Modeling School,,,Look at this face.,,B00001ZWEF,,wfit
,,,,,2009-07-07,14,Disappear,Tsar,,,Underappreciated pop mastery,,B00004TGWN,,wfit
,,,,,2009-07-07,15,Sycophant,Lisa Germano,,,Haunting and vicious,,B000002MQH,,wfit
,,,,,2009-07-07,16,People Who Died,Jim Carroll Band,,,A true classic,,B000003327,,wfit
,,,,,2009-07-07,17,,,,,,X,,,wfit
,,,,,2009-07-07,18,Breathin',Asylum Street Spankers,,,"Yeah, just like breathing in and out.",,B000MV9OLI,,wfit
,,,,,2009-07-07,19,WELCOME TO THE WORKING WEEK!,,,,,,,,wfit
,,,,,2009-07-07,20,Welcome to the Working Week,Elvis Costello,,,A perfect introduction,,B000OHZJKA,,wfit
,,,,,2009-07-07,21,,,,,,X,,,wfit
,,,,,2009-07-07,22,Early Monday,The Jessica Fletchers,,,Norwegian jangle pop,,B0000D9PKC,,wfit
,,,,,2009-07-07,23,Monday Morning,The Meat Purveyors,,,Appalachian coffee,,B0002C4IYU,,wfit
,,,,,2009-07-07,24,Rainy Days And Mondays,Cracker,,,The AM classic moped down even further,,B00004R8TU,,wfit
,,,,,2009-07-07,25,,,,,,X,,,wfit
,,,,,2009-07-07,26,The Tuesday Horn,Marmoset,,,Reverberatious,,B00005LQPO,,wfit
,,,,,2009-07-07,27,Tuesday Rock City,Rondelles,,,From DC via Arizona,,B00000JYXZ,,wfit
,,,,,2009-07-07,28,Pineapple Tuesday,The Jazz Butcher,,,Off the Cult of the Basement album,,B000S17E8W,,wfit
,,,,,2009-07-07,29,,,,,,X,,,wfit
,,,,,2009-07-07,30,Wednesdays On My Mind,The Snitches,,,Canadian power pop,,B000068FPP,,wfit
,,,,,2009-07-07,31,Wednesday Nights,Sleepercar,,,"Jim Ward, formerly of Sparta and At The Drive In",,B0014DC04Q,,wfit
,,,,,2009-07-07,32,Ash Wednesday,Jared Eggers,,,Now in Silent City,,,,wfit
,,,,,2009-07-07,33,,,,,,X,,,wfit
,,,,,2009-07-07,34,Thursday The 12th,Charlie Hunter Quartet,,,On a seven-string guitar,,B000005H2V,,wfit
,,,,,2009-07-07,35,Thursday,Morphine,,,Menacing rumble... excellent story,,B00007FPHP,,wfit
,,,,,2009-07-07,36,,,,,,X,,,wfit
,,,,,2009-07-07,37,Home By Friday,Willie Wisely,,,Pure pop perfection,,B000QQZP9O,,wfit
,,,,,2009-07-07,38,Friday,Joe Jackson,,,Revisiting a classic,,B00005J9TZ,,wfit
,,,,,2009-07-07,39,Love You Till Friday,The Replacements,,,"Hey, we’re the Replacements!",,B0014IH1OA,,wfit
,,,,,2009-07-07,40,,,,,,X,,,wfit
,,,,,2009-07-07,41,Friday Night,The Darkness,,,It’s the weekend!,,B0000AZKM0,,wfit
,,,,,2009-07-14,00,,,,,,X,,,wfit
,,,,,2009-07-14,01,Mexican Radio,Kinky,,,"By the way, Kinky is from Mexico",,B0011U50PS,,wfit
,,,,,2009-07-14,02,,,,,,X,,,wfit
,,,,,2009-07-14,03,The Blues Are Still Blue,Belle & Sebastian,,,Shuffly Scottish blues,,B000E11568,,wfit
,,,,,2009-07-14,04,Cut,Minutemen,,,A band too short,,B000000LZE,,wfit
,,,,,2009-07-14,05,See Breeze,Talvin Singh,,,Beats of the tabla,,B00005AA36,,wfit
,,,,,2009-07-14,06,Skankin' To The Beat,Fishbone,,,Irresistible foot mover,,B00008PX8M,,wfit
,,,,,2009-07-14,07,,,,,,X,,,wfit
,,,,,2009-07-14,08,Skeleton Key,Margot & The Nuclear So And So's,,,"Jun 29, 2009 3:26 123600006/",,B000E6TZLK,,wfit
,,,,,2009-07-14,09,Target You By Feel,Oranger,,,California sunshine rock,,B000ARWIIA,,wfit
,,,,,2009-07-14,10,How Long,Flat Duo Jets,,,North Carolina swamp boogie,,B000001BQ0,,wfit
,,,,,2009-07-14,11,,,,,,X,,,wfit
,,,,,2009-07-14,12,I'm Gonna Procreate,Worm Quartet,,,A serious threat to evolution,,B0018YDOGE,,wfit
,,,,,2009-07-14,13,Til There Was You,Los Hooligans,,,Sweet rendition,,B000001HR2,,wfit
,,,,,2009-07-14,14,Gypsy's Kolo,Jony Iliev & band,,,From the Borat soundtrack,,B000IHYWCC,,wfit
,,,,,2009-07-14,15,Down And Out,Camper Van Beethoven,,,Going back to early days,,B0001Z4OTW,,wfit
,,,,,2009-07-14,16,,,,,,X,,,wfit
,,,,,2009-07-14,17,The Kids,1990s,,,From their new album,,B001Q8FRVW,,wfit
,,,,,2009-07-14,18,Tobacco's But an Indian Weed,Brian Dewan,,,Zither me this,,B000XLQGK4,,wfit
,,,,,2009-07-14,19,We Need Fun,The Ditty Mu,,,There’s something about this band,,,,wfit
,,,,,2009-07-14,20,,,,,,X,,,wfit
,,,,,2009-07-14,21,Make Me A Pallet On Your Floor,Entrance,,,Mournful,,B0006213CQ,,wfit
,,,,,2009-07-14,22,SPACEWALK!,,,,,,,,wfit
,,,,,2009-07-14,23,Space Walk,Lemon Jelly,,,Beautiful!,,B00006C77O,,wfit
,,,,,2009-07-14,24,,,,,,X,,,wfit
,,,,,2009-07-14,25,Walking On The Moon,The Police,,,Nobody said it better than the Police,,B00008BRDX,,wfit
,,,,,2009-07-14,26,Third Stone,Atman,,,The Jimi Hendrix classic,,B00000IPTT,,wfit
,,,,,2009-07-14,27,Destination Venus,Rezillos,,,This will get you there in a hurry,,B000005JBE,,wfit
,,,,,2009-07-14,28,,,,,,X,,,wfit
,,,,,2009-07-14,29,Closer to Mercury,Wheat,,,Gone but not forgotten,,B00001SVON,,wfit
,,,,,2009-07-14,30,Why Does The Sun Shine? (The Sun Is A Mass Of Incandescent Gas) (Original),They Might Be Giants,,,An audience favorite,,B002FKZ4UO,,wfit
,,,,,2009-07-14,31,Trip To Mars,Skatalites,,,From Jamaica to the Red Planet,,B00008ZZ9P,,wfit
,,,,,2009-07-14,32,,,,,,X,,,wfit
,,,,,2009-07-14,33,Jupiter,The Presidents,,,After the band shortened their name,,B000654Z00,,wfit
,,,,,2009-07-14,34,Saturn Returns,Photon Band,,,Philadelphia psychedelia,,B00004W5D9,,wfit
,,,,,2009-07-14,35,Sing To Neptune,Tribe,,,Haunting sounds from Boston,,B000008LPC,,wfit
,,,,,2009-07-14,36,,,,,,X,,,wfit
,,,,,2009-07-14,37,Pluto,Flop,,,Seattle proto-pop,,B000008FNQ,,wfit
,,,,,2009-07-14,38,Black Hole,King Kong,,,"I didn’t say it was a round trip, did I?",,B0000640O4,,wfit
,,,,,2009-07-14,39,,,,,,X,,,wfit
,,,,,2009-07-14,40,Alan Bean,Hefner,,,The story of an austronaut,,B00005NUUR,,wfit
,,,,,2009-07-21,00,,,,,,X,,,wfit
,,,,,2009-07-21,01,Dancing With Myself,Nouvelle Vague,,,Quite clever,,B000GGSMFS,,wfit
,,,,,2009-07-21,02,,,,,,X,,,wfit
,,,,,2009-07-21,03,Cool Baby Slut,The Flamenco A Go Go,,,Nana nana nana nana,,B000RI3XQS,,wfit
,,,,,2009-07-21,04,Standing By The Window,Tactics,,,From the Australian punk underground,,B000NJMK7E,,wfit
,,,,,2009-07-21,05,2:01 AM,Elastica,,,"If you’re going to rip someone off, you could do worse than Wire",,B000003TBB,,wfit
,,,,,2009-07-21,06,Uncontrollable Urge,Devo,,,Are you feeling it?,,B000002KJ1,,wfit
,,,,,2009-07-21,07,,,,,,X,,,wfit
,,,,,2009-07-21,08,Dancing The Manta Ray,Pixies,,,Rare track from the Monkey Gone To Heaven EP,,B0000072XH,,wfit
,,,,,2009-07-21,09,Burn 4 U,We Ragazzi,,,Like acupuncture for your brain,,B000071WXM,,wfit
,,,,,2009-07-21,10,String,Monty Python,,,Adrian Wapcaplet!,,B000000WG8,,wfit
,,,,,2009-07-21,11,Elegy For An Ex-,LD & The New Criticism,,,Accordions and trains sound well together,,B000BBOFJK,,wfit
,,,,,2009-07-21,12,,,,,,X,,,wfit
,,,,,2009-07-21,13,The Good Old Summer Time,Noonday Underground,,,Brief but fitting,,B00005A8ED,,wfit
,,,,,2009-07-21,14,Saturday Night Shuffle,The Fugitive Steeler,,,"Another brief one, to inroduce the Saturday Night double set",,B0000WU39Q,,wfit
,,,,,2009-07-21,15,Beer,Asylum Street Spankers,,,Can you heed this advice?,,B000MV9OM2,,wfit
,,,,,2009-07-21,16,Cars,To Rococo Rot,,,Minimalist and nothing to do with Gary Numan,,B00000J7MN,,wfit
,,,,,2009-07-21,17,,,,,,X,,,wfit
,,,,,2009-07-21,18,All For Me Grog,Rube Waddell,,,Kings of Hobomusick,,B000HT3BSC,,wfit
,,,,,2009-07-21,19,Uh-Oh,King Kong,,,We’ve got a little problem,,B0000019PR,,wfit
,,,,,2009-07-21,20,Crash,Heavy Vegetable,,,Sing it next time Windows gives you a BSOD,,B000000SX9,,wfit
,,,,,2009-07-21,21,What A Bringdown,MC Honky,,,Silverlake troubadour,,B00008KAAG,,wfit
,,,,,2009-07-21,22,,,,,,X,,,wfit
,,,,,2009-07-21,23,The Ballad of a Fair Singer,Manfred Hubler & Siegfried Schwab,,,Erotic German psychedelic jazz,,B000C4A1CG,,wfit
,,,,,2009-07-21,24,BALKAN DANCE PARTY!,,,,,,,,wfit
,,,,,2009-07-21,25,"Hir aj kam, hir aj go",Magnifico,,,He is Magnifico for a reason,,B000666VII,,wfit
,,,,,2009-07-21,26,,,,,,X,,,wfit
,,,,,2009-07-21,27,Magic Mamaliga,O.M.F.O.,,,From the Borat soundtrack,,B000IHYWCC,,wfit
,,,,,2009-07-21,28,Sadagora Hot Dub,Amsterdam Klezmer Band,,,"Not quite Balkan, but there you go.",,B000EMGFHQ,,wfit
,,,,,2009-07-21,29,Adir Alam,Balkan Beat Box,,,It’s right there in the name!,,3898983544,,wfit
,,,,,2009-07-21,30,,,,,,X,,,wfit
,,,,,2009-07-21,31,Shy Kind Of Guy,Gogol Bordello,,,From the Ukraine,,B0011ETNYI,,wfit
,,,,,2009-07-21,32,Ani Meki (I'm Throwing Up),Habiluim,,,Israeli manic polka,,,,wfit
,,,,,2009-07-21,33,Jungle Shadow,Kiril feat MC Wasp & Rucl,,,East meets West!,,B0017IYW0S,,wfit
,,,,,2009-07-21,34,,,,,,X,,,wfit
,,,,,2009-07-21,35,Disko,Shantel feat. Boban Markovic Orkestar,,,Balkan ska dub,,B0017IYW0S,,wfit
,,,,,2009-07-21,36,Tortapapír,Besh o drom,,,WTF is up with this song?,,B0007MCKDG,,wfit
,,,,,2009-07-21,37,People Are Strange,Brave Combo,,,It’s called a “hora”,,B0000003MY,,wfit
,,,,,2009-07-21,38,,,,,,X,,,wfit
,,,,,2009-07-21,39,Tazi - Tazi,Let 3,,,Love that crazy snaky synth lead,,,,wfit
,,,,,2009-07-21,40,Goldregen (n.o.h.a. Mix),DelaDap,,,Opa!,,,,wfit
,,,,,2009-07-21,41,Optisani,Markovic,,,Bring on the trumpets,,B000BGHBEQ,,wfit
,,,,,2009-07-21,42,,,,,,X,,,wfit
,,,,,2009-07-21,43,Soske Murseske Manglape Kurva,Goran Bregovic,,,Heart-wrenching,,B000PIU1JM,,wfit
,,,,,2009-07-28,00,,,,,,X,,,wfit
,,015.Siberia,2009-08-20,19,2009-07-28,01,Mercedez Benz,Petty Booka,,,"A bluegrass rendition, from Japan. With ukuleles",,B000E0LLPO,,wfit
,,015.Siberia,2009-08-20,18,2009-07-28,02,,,,,,X,,,wfit
,,015.Siberia,2009-08-20,01,2009-07-28,03,Siberia,The Red Elvises,,,From the Six String Samurai soundtrack,,B00000AEQ2,,wfit
,,015.Siberia,2009-08-20,02,2009-07-28,04,Popsickle,The Starlight Mints,,,A rare single -- track it down,,,,wfit
,,015.Siberia,2009-08-20,03,2009-07-28,05,On No the Radio,Owsley,,,Pop perfection from Alabama,,B00000I8TT,,wfit
,,015.Siberia,2009-08-20,04,2009-07-28,06,The Elephant Never Forgets,Jean Jacques Perrey,,,You may remember it as the theme from El Chavo del Ocho,,B000000EEX,,wfit
,,015.Siberia,2009-08-20,05,2009-07-28,07,,,,,,X,,,wfit
,,015.Siberia,2009-08-20,06,2009-07-28,08,Zodiac Girl,Cats + Jammers,,,Chicago rock boogie,,B00004NKG5,,wfit
,,015.Siberia,2009-08-20,07,2009-07-28,09,The Group Who Couldn't Say,Grandaddy,,,Her drag and click had never yielded anything as perfect as a dragonfly.,,B00009EIQB,,wfit
,,015.Siberia,2009-08-20,08,2009-07-28,10,Big Sound,The M's,,,Not to be confused with M and “Pop Muzik”,,B0017R5UFA,,wfit
,,015.Siberia,2009-08-20,09,2009-07-28,11,,,,,,X,,,wfit
,,015.Siberia,2009-08-20,10,2009-07-28,12,Alcohol,Cansei de Ser Sexy,,,Braziliant.,,B000FOPROA,,wfit
,,015.Siberia,2009-08-20,11,2009-07-28,13,Puppet,Lisa Germano,,,"Maybe you can’t tell, but it’s also about alcohol",,B000002MQH,,wfit
,,015.Siberia,2009-08-20,12,2009-07-28,14,Sports & Wine,Ben Folds Five,,,Finishing the booze triumvirate,,B000000IDJ,,wfit
,,015.Siberia,2009-08-20,13,2009-07-28,15,,,,,,X,,,wfit
,,015.Siberia,2009-08-20,14,2009-07-28,16,Nothin' No,David Vandervelde,,,Sounds an awful lot like David Garza,,B001B0IPHS,,wfit
,,015.Siberia,2009-08-20,15,2009-07-28,17,When I See You I Feel Weird,Twang Bang,,,Chicago two-man racket,,B000GF65QM,,wfit
,,015.Siberia,2009-08-20,16,2009-07-28,18,Mucha Muchacha,Esquivel,,,Dig the stereo panning!,,B0000048DR,,wfit
,,015.Siberia,2009-08-20,17,2009-07-28,19,A Go Go,Truby Trio,,,Fruitstands beware!,,B00005MJ77,,wfit
,,,,,2009-07-28,20,,,,,,X,,,wfit
,,016.DiskoPartizani,2009-08-23,01,2009-07-28,21,Disko Partizani,Shantel,,,Opa Romania!,,B000TLYV82,,wfit
,,016.DiskoPartizani,2009-08-23,02,2009-07-28,22,Pleasure Theme Song,Boy Eats Drum Machine,,,Like John Bonham digging through the toybox,,B000CA9DBU,,wfit
,,016.DiskoPartizani,2009-08-23,03,2009-07-28,23,Cell Mates,The Bronx,,,From the upcoming Mariachi El Bronx album... couldn’t wait,,B002FOQY3G,,wfit
,,016.DiskoPartizani,2009-08-23,04,2009-07-28,24,,,,,,X,,,wfit
,,016.DiskoPartizani,2009-08-23,05,2009-07-28,25,Mission Impossible,Laika & The Cosmonauts,,,Five four and implacable,,B000003NOQ,,wfit
,,016.DiskoPartizani,2009-08-23,06,2009-07-28,26,Tijuana Sound Machine,Nortec Collective,,,One of my favorite discoveries this year.,,B0015RB3GC,,wfit
,,016.DiskoPartizani,2009-08-23,07,2009-07-28,27,Slang Tang,Discovery,,,Quite noisy,,B002ADPERE,,wfit
,,016.DiskoPartizani,2009-08-23,08,2009-07-28,28,It's The Sound,Tracy Spuehler,,,Delightfully sweet,,B0002KWSE4,,wfit
,,016.DiskoPartizani,2009-08-23,09,2009-07-28,29,,,,,,X,,,wfit
,,016.DiskoPartizani,2009-08-23,10,2009-07-28,30,Karate Kid 2,Mexican Institute Of Sound,,,Can’t get enough MIS,,B001T46UD2,,wfit
,,016.DiskoPartizani,2009-08-23,11,2009-07-28,31,Sacred Darling,Gogol Bordello,,,An oldie and quite goody,,B000060K4I,,wfit
,,016.DiskoPartizani,2009-08-23,12,2009-07-28,32,Old Saloon,Illinois,,,From the fantastic “The Adventures of Kid Catastrophe”,,B00265SB6M,,wfit
,,016.DiskoPartizani,2009-08-23,13,2009-07-28,33,The Call Up,The Lothars,,,It is an all-theremin Clash cover.,,B000OZ2CVG,,wfit
,,016.DiskoPartizani,2009-08-23,14,2009-07-28,34,,,,,,X,,,wfit
,,016.DiskoPartizani,2009-08-23,15,2009-07-28,35,Save Me,Nina Simone,,,"Smoky voice, that one",,B000002WQJ,,wfit
,,016.DiskoPartizani,2009-08-23,16,2009-07-28,36,Way You Walk,Papas Fritas,,,Music for pacing,,B00004RI6B,,wfit
,,016.DiskoPartizani,2009-08-23,17,2009-07-28,37,Dead Memory Man,Still Flyin,,,Reggae freakout,,B001U3N3UK,,wfit
,,016.DiskoPartizani,2009-08-23,18,2009-07-28,38,,,,,,X,,,wfit
,,016.DiskoPartizani,2009-08-23,19,2009-07-28,39,Internacional,Brazilian Girls,,,Not actually from Brazil...,,B001BPQRRS,,wfit
August 2009,,,,,,,,,,,,,,,
,,,,,2009-08-04,00,,,,,,X,,,wfit
,,011.SlaveLabor,2009-08-06,19,2009-08-04,01,Sinfonia Agridulce,Mexican Institute Of Sound,,,Con trompetas!,,B001T46UD2,,wfit
,,011.SlaveLabor,2009-08-06,01,2009-08-04,01,Slave Labor,The Bronx,,,My current favorite,,B002FOQY3G,,wfit
,,011.SlaveLabor,2009-08-06,18,2009-08-04,02,,,,,,X,,,wfit
,,011.SlaveLabor,2009-08-06,02,2009-08-04,02,Wedding Song,Boom Pam,,,Tel Aviv tuba surf,,B000GYHXI2,,wfit
,,011.SlaveLabor,2009-08-06,03,2009-08-04,03,Blues In A,Robyn Hitchcock,,,"Agonizing, isn’t it?",,B000MBZA3O,,wfit
,,011.SlaveLabor,2009-08-06,04,2009-08-04,06,,,,,,X,,,wfit
,,011.SlaveLabor,2009-08-06,05,2009-08-04,07,Shiny Shiny Pimpmobile,East River Pipe,,,From the Merge 15th Anniversary compilation,,B0002C4IF4,,wfit
,,011.SlaveLabor,2009-08-06,06,2009-08-04,08,Monkey Trick,The Jesus Lizard,,,A live rendition,,B00003XA6K,,wfit
,,011.SlaveLabor,2009-08-06,07,2009-08-04,09,"Come Get It, I Got It",Harold Ousley,,,"Played with Billie Holiday, George Benson and Lionel Hampton",,B000008PPM,,wfit
,,011.SlaveLabor,2009-08-06,08,2009-08-04,10,Dairy Queen (DJ Donger Jazzy Mix),The Sucka MCs,,,"We could rule the scene, walking down the street to the grocery store",,B0000658IK,,wfit
,,011.SlaveLabor,2009-08-06,09,2009-08-04,11,,,,,,X,,,wfit
,,011.SlaveLabor,2009-08-06,10,2009-08-04,12,The Wonderful Go Go,Hi-Posi,,,Frantic and Japanese,,B00001ZU1N,,wfit
,,011.SlaveLabor,2009-08-06,11,2009-08-04,13,Big Business,Tipsy,,,Space-lounge sounds,,B001GN3ZIY,,wfit
,,011.SlaveLabor,2009-08-06,12,2009-08-04,14,Eyes Of The Night,The Starlight Mints,,,As witnessed this July at the Social,,B000EQ46X2,,wfit
,,011.SlaveLabor,2009-08-06,13,2009-08-04,15,,,,,,X,,,wfit
,,011.SlaveLabor,2009-08-06,14,2009-08-04,16,Hang On,Illinois,,,Low and threatening,,B00265SB6M,,wfit
,,011.SlaveLabor,2009-08-06,15,2009-08-04,17,Outta My Head,M. Ward,,,Some older M. Ward,,B0002C4IF4,,wfit
,,011.SlaveLabor,2009-08-06,16,2009-08-04,18,Peligro,Mano Negra,,,The sound of multi-culti,,B00000DR6A,,wfit
,,011.SlaveLabor,2009-08-06,17,2009-08-04,19,We Love Dancing,Arling + Cameron,,,Yeeeeeeeey!,,B00000HYBJ,,wfit
,,,,,2009-08-04,20,,,,,,X,,,wfit
,,012.UnderWraps,2009-08-08,01,2009-08-04,21,Under Wraps,Barry Adamson,,,From an imaginary soundtrack,,B000003Z6M,,wfit
,,012.UnderWraps,2009-08-08,02,2009-08-04,22,Float Away,Davíd Garza,,,Always a smile from this song,,B000006E4M,,wfit
