source,published,airdate,episode,sequence,song,artist,artist_slug,album,time,notes
wfit,no,2008-10-28,,1,Corner Soul,Ethan Lipton,ethan-lipton,,,From the awesome Sandinista Project
wfit,no,2008-10-28,,2,BREAK
wfit,no,2008-10-28,,3,Euro Trash Girl,Chicks on Speed,chicks-on-speed,,,Dry Silicon Cracker
wfit,no,2008-10-28,,4,Devil’s Side,Shake,shake,,,Psychedelic!
wfit,no,2008-10-28,,5,Out My Eyes,Moore Brothers,moore-brothers,,,So Beatles
wfit,no,2008-10-28,,6,BREAK
wfit,no,2008-10-28,,7,Where Is My Mind?,Raz Ohara,raz-ohara,,,Stuck in my head all day. Thanks Nick!
wfit,no,2008-10-28,,8,Soft Velvety ‘Fer,MC Honky,mc-honky,,,Frightening dream
wfit,no,2008-10-28,,9,Mess Around,Ray Charles,ray-charles,,,
wfit,no,2008-10-28,,10,BREAK
wfit,no,2008-10-28,,11,Red Grapes In The City,Sugar Oaks,sugar-oaks,,,Clearwater band with non-Clearwater sound
wfit,no,2008-10-28,,12,Fever For You,Michael Holland,michael-holland,,From Jennyanykind,From Jennyanykind
wfit,no,2008-10-28,,13,Come On,The Mach Kung-Fu,mach-kung-fu,,,"Japan says, “this is the future sound of yesterday twang.”"
wfit,no,2008-10-28,,14,BREAK
wfit,no,2008-10-28,,15,Dentistry Dub,Ears Magnet,ears-magnet,,,via Geoffrey! ‘Alo Geoffrey!
wfit,no,2008-10-28,,16,Every Time I’ve Made A Girl Cry (I Know I’ve Done My Job),Band Marino,band-marino,,,Confused? I am.
wfit,no,2008-10-28,,17,Jackson Cannery,Ben Folds Five,ben-folds-five,,3:24,Going out to Rachel G!
wfit,no,2008-10-28,,18,BREAK
wfit,no,2008-10-28,,19,"100,000 Fireflies",The Magnetic Fields,magnetic-fields,,,"One of the most beautiful songs, ever"
wfit,no,2008-10-28,,20,The Light 3000,Schneider TM,schneider-tm,,,Yet another cover of the Smiths’ song
wfit,no,2008-10-28,,21,Shy Kind of Guy,Gogol Bordello,gogol-bordello,,,Yoo-krenyen and loving it
wfit,no,2008-10-28,,22,BREAK
wfit,no,2008-10-28,,23,Jungle Shadow,Kiril feat. MC Wasp,kiril-feat-mc-wasp,,,Sweatin’ in the Balkans
wfit,no,2008-10-28,,24,Health Food Store,White Hassle,white-hassle,,Twice the hassle,By request! My listeners must love me
wfit,no,2008-10-28,,25,Plane of Illusion,Johnny Griffith,johnny-griffith,,,From the amazing Flying Funk comp.
wfit,no,2008-10-28,,26,BREAK
wfit,no,2008-10-28,,27,Acid Police,Boredoms,boredoms,,,"Japan says, “the authorities are sour.”"
wfit,no,2008-10-28,,28,Thundergust of Woodpeckers,Prizzy Prizzy Please,prizzy-prizzy-please,,,Is that the right artist?
wfit,no,2008-10-28,,29,Bleep #1,MOTOR,motor,,,ALL-CAPS! VERY IMPORTANT!
wfit,no,2008-10-28,,30,BREAK
wfit,no,2008-10-28,,31,Lost In A Dream,pApAs fritAs,papas-fritas,,,Perfect pop from Boston
wfit,no,2008-10-28,,32,Stickshifts + Safetybelts,Cake,cake,,,More old cake -- still edible!
wfit,no,2008-10-28,,33,That’s When Your Heartaches Begin,The Soft Boys,soft-boys,,,From “Live At The Portland Arms”
wfit,no,2008-10-28,,34,BREAK
wfit,no,2008-10-28,,35,My Friend Maurice,Home,home,,,Deliciously sloppy
wfit,no,2008-10-28,,36,Let’s Make A Baby,SSM,ssm,,,Where do babby come from?
wfit,no,2008-10-28,,37,Weed,1990s,1990s,,,Scotland’s answer to Supergrass
wfit,no,2008-10-28,,38,Hey Alright!,I Was Totally Destroying It,i-was-totally-destroying-it,,,"Winner of ""Longest Band Name"" for this show"
wfit,no,2008-10-28,,39,BREAK
wfit,no,2008-10-28,,40,Vida de Cachorro,Os Mutantes,os-mutantes,,3:15,I Heart Rita Lee
wfit,no,2008-11-04,,1,Duke of Earl,Frank Black,frank-black,,,A classic made even more classic
wfit,no,2008-11-04,,2,BREAK
wfit,no,2008-11-04,,3,Basketball,Deerhoof,deerhoof,,,Opened their Nov. 1 Orlando show with this one
wfit,no,2008-11-04,,4,Miss Rebellion des Hormones,Stereo Total,stereo-total,,,What are they saying? Don’t know! Don’t care!
wfit,no,2008-11-04,,5,You Left Me Standing,The Countdown Quartet,countdown-quartet,,,It’s a party on a disc
wfit,no,2008-11-04,,6,BREAK
wfit,no,2008-11-04,,7,Put Some Sugar On It,Jad Fair,jad-fair,,,Somebody was humming this the other day.
wfit,no,2008-11-04,,8,Full On Idle,Breeders,breeders,,,From their Title TK album
wfit,no,2008-11-04,,9,Not Your Concern,The Hush Sound,hush-sound,,,Sharp hook on that one
wfit,no,2008-11-04,,10,BREAK
wfit,no,2008-11-04,,11,Soul Revival,Westbound Train,westbound-train,,,Going out to Marc D!
wfit,no,2008-11-04,,12,Look Here,Jim Duffy,jim-duffy,,,I have nothing to say.
wfit,no,2008-11-04,,13,Stagg Field,Rachel Taylor Brown,rachel-taylor-brown,,,Implacable
wfit,no,2008-11-04,,14,BREAK
wfit,no,2008-11-04,,15,Flat Duo Jets,You Belong To Me,you-belong-to-me,,,Another classic
wfit,no,2008-11-04,,16,There She Goes,The La’s,la-s,,,Perfect pop perfection
wfit,no,2008-11-04,,17,Conspiracy of Praise,Thomas Function,thomas-function,,,Nonstop is what I have to say
wfit,no,2008-11-04,,18,BREAK
wfit,no,2008-11-04,,19,Tazi-Tazi,Let 3,let-3,,,Will this Balkan madness ever end?
wfit,no,2008-11-04,,20,Let The Song Play,Robb Benson,robb-benson,,,"Worth tracking down, as well as his previous band the Nevada Bachelors"
wfit,no,2008-11-04,,21,So What’s New?,Milton deLugg,milton-delugg,,,From an incredible accordion compilation
wfit,no,2008-11-04,,22,BREAK
wfit,no,2008-11-04,,23,El Rayo X,David Lindley,david-lindley,,,Solo work from the renowned sideman
wfit,no,2008-11-04,,24,Save Me,Nina Simone,nina-simone,,,"Yes, Nina Simone"
wfit,no,2008-11-04,,25,Junkyard,Treat Her Right,treat-her-right,,,"Mark Sandman, unmistakable"
wfit,no,2008-11-04,,26,BREAK
wfit,no,2008-11-04,,27,Kargyraa Rap,Ondar,ondar,,,Feat. throat singing and Dr. Richard Feynman clowning around
wfit,no,2008-11-04,,28,Satta Massa Gana,The Abyssinians,abyssinians,,,From the Kings of Reggae compilation
wfit,no,2008-11-04,,29,Victoria,Ray Davies,ray-davies,,,One of my favorite Fall songs
wfit,no,2008-11-04,,30,BREAK
wfit,no,2008-11-04,,31,Clearwater Blues,Sugar Oaks,sugar-oaks,,,"So bitter, so sweet"
wfit,no,2008-11-04,,32,If You A Viper,Erin McKeown,erin-mckeown,,,Reefer madness! Light a tea and let it be.
wfit,no,2008-11-04,,33,Up The Punks,Yoni Gordon + the Goods,yoni-gordon-goods,,,"Reminds me, check out Jeffrey Lewis"
wfit,no,2008-11-04,,34,BREAK
wfit,no,2008-11-04,,35,Funky Sterling,Thomas Brinkman,thomas-brinkman,,,Were you dancing in front of the mirror?
wfit,no,2008-11-04,,36,Grace,Supergrass,supergrass,,,"Supergrass, I lurv u"
wfit,no,2008-11-04,,37,Sir Prize,Starlight Mints,starlight-mints,,,"My array, shaking hands with the cat in the mirror"
wfit,no,2008-11-04,,38,Don’t Stop,MOTOR,motor,,,"ONCE AGAIN, ALL CAPS PLEASE"
wfit,no,2008-11-04,,39,BREAK
wfit,no,2008-11-04,,40,Be Mine,Cagnee + Lacey,cagnee-lacey,,,Martin Rev song... must ask Matthew if it’s Suicide or solo
wfit,no,2008-11-11,,1,Mother and Child Reunion,The Bedroom Covers,bedroom-covers,,,Going out to those who play Simon and Garfunkel in the bedroom
wfit,no,2008-11-11,,2,BREAK
wfit,no,2008-11-11,,3,I Like My Pulse,hollAnd,holland,,,Music for lovesick oscilloscopes
wfit,no,2008-11-11,,4,Call Me Lightning,The Who,who,,2:22,
wfit,no,2008-11-11,,5,Westside Angst,that dog.,that-dog,,,Famous people! In this band!
wfit,no,2008-11-11,,6,BREAK
wfit,no,2008-11-11,,7,In The Dark,Robinella + CCString Band,robinella-ccstring-band,,,Smoky classic
wfit,no,2008-11-11,,8,Mambo 8,Perez Prado,perez-prado,,,
wfit,no,2008-11-11,,9,Home is where the Hatred Is,Gil Scott-Heron,gil-scott-heron,,,
wfit,no,2008-11-11,,10,Banana Meltdown,Dub Narcotic,dub-narcotic,,,Calvin Johnson is da voice
wfit,no,2008-11-11,,11,BREAK
wfit,no,2008-11-11,,12,Better Days,Brother Bean,brother-bean,,,
wfit,no,2008-11-11,,13,BREAK
wfit,no,2008-11-11,,14,Sunshine Superman,Sugarman 3,sugarman-3,,,
wfit,no,2008-11-11,,15,Patterns,Brother Bean,brother-bean,,,
wfit,no,2008-11-11,,16,BREAK
wfit,no,2008-11-11,,17,Limousine,Low Frequency In Stereo,low-frequency-in-stereo,,,Long and stretchy
wfit,no,2008-11-11,,18,Disko,Shantel,shantel,,,WTF is that? Balkan dub? Reggae hora?
wfit,no,2008-11-11,,19,BREAK
wfit,no,2008-11-11,,20,Pumpkin,The Starlight Mints,starlight-mints,,,Insiduous chordistry
wfit,no,2008-11-11,,21,Crazy Girl,Los Femurs,los-femurs,,,Here comes that crazy girl.
wfit,no,2008-11-11,,22,That’s Not My Name,The Ting Tings,ting-tings,,,"Oh, this crazy girl."
wfit,no,2008-11-11,,23,Shiva’s R+B Dub,Arling + Cameron,arling-cameron,,,From music for imaginary soundtracks
wfit,no,2008-11-11,,24,BREAK
wfit,no,2008-11-11,,25,Dark Dark Leaves,Sugar Oaks,sugar-oaks,,,Entrancing music from Clearwater
wfit,no,2008-11-11,,26,Sleeping Sleepers Sleep,Portugal. The man,portugal-man,,,Enter it thus on the Google!
wfit,no,2008-11-11,,27,Let’s Talk About Hi Fi,Carl Henry Brueggen,carl-henry-brueggen,,,I feel like I’m flying first class.
wfit,no,2008-11-11,,28,BREAK
wfit,no,2008-11-11,,29,The Citizen’s Show,The Texas Instruments,texas-instruments,,,Assignment: Investigate this band
wfit,no,2008-11-11,,30,Still Rock ‘n Roll To Me,Brother Bean,brother-bean,,,"Out on a limb, and swinging!"
wfit,no,2008-11-11,,31,Why Don’t You Do It,Derby,derby,,,Majestic and unexpected
wfit,no,2008-11-11,,32,BREAK
wfit,no,2008-11-11,,33,Dark Night,Flat Duo Jets,flat-duo-jets,,,The real deal.
wfit,no,2008-11-11,,34,Lefty,Rocket From The Crypt,rocket-from-crypt,,,"Mushy, fuzzy, sticky"
wfit,no,2008-11-11,,35,Glue,These Modern Socks,these-modern-socks,,,"Winner, band name of the night"
wfit,no,2008-11-11,,36,BREAK
wfit,no,2008-11-11,,37,Squeals of Enjoyment,Dirty Poodle,dirty-poodle,,,About Fee Avenue pool
wfit,no,2008-11-11,,38,Young Folks,Peter Bjorn + John,peter-bjorn-john,,,So very Swedish
wfit,no,2008-11-11,,39,BREAK
wfit,no,2008-11-11,,40,The Sleeping Knights of Jesus,Robyn Hitchcock,robyn-hitchcock,,,Bon soir!
wfit,no,2008-11-18,,1,Because,Elliott Smith,elliott-smith,,,By request!
wfit,no,2008-11-18,,2,BREAK
wfit,no,2008-11-18,,3,Lay Down Your Head Child,Oranger,oranger,,,Like heaven-flavored syrup
wfit,no,2008-11-18,,4,Swelling Itching Brain,Devo,devo,,,I have it. Do you?
wfit,no,2008-11-18,,5,Pumpkins,Eskimo,eskimo,,1:11,On Les Claypool’s Prawn Song label
wfit,no,2008-11-18,,6,BREAK
wfit,no,2008-11-18,,7,She’s An Angel,They Might Be Giants,they-might-be-giants,,,That slide gives me the shivvies
wfit,no,2008-11-18,,8,Dashboard Issues,Franklin Bruno,franklin-bruno,,,"Oh Franklin, you are damn clever."
wfit,no,2008-11-18,,9,How About The Boys?,Arling + Cameron,arling-cameron,,,How about them boys?
wfit,no,2008-11-18,,10,BREAK
wfit,no,2008-11-18,,11,Blue Bonnet Rag,Speedy West + Jimmy Bryant,speedy-west-jimmy-bryant,,,Classic stratospheric sounds!
wfit,no,2008-11-18,,12,Corndogs Are Our Friends,Canoe,canoe,,,"LADIES AND GENTELEMENT, I GIVE YOU CANOE!"
wfit,no,2008-11-18,,13,Minor Waltz,Asylum Street Spankers,asylum-street-spankers,,,That’s a saw you hear
wfit,no,2008-11-18,,14,BREAK
wfit,no,2008-11-18,,15,No Kid,Urban Dance Squad,urban-dance-squad,,,"UDS, or as we’d say today, WTF"
wfit,no,2008-11-18,,16,2 Fingers Cross’d,White Hassle,white-hassle,,,This show’s OWH
wfit,no,2008-11-18,,17,Good Times Bad Times,Led Zeppelin,led-zeppelin,,,"Call it instinct, I just had to play it next"
wfit,no,2008-11-18,,18,BREAK
wfit,no,2008-11-18,,19,Time Bomb,The Format,format,,,"Tick tock you’re not a clock you’re a time bomb, baby"
wfit,no,2008-11-18,,20,All Night,The Countdown Quartet,countdown-quartet,,,When they say ALL NIGHT you know they mean it
wfit,no,2008-11-18,,21,Vexamao,Pele + Elis Regina,pele-elis-regina,,,"Yes, soccer Pele"
wfit,no,2008-11-18,,22,BREAK
wfit,no,2008-11-18,,23,Banana Leaf,Sugar Oaks,sugar-oaks,,,"More Sugar Oaks, but never enough... dig the dub ending"
wfit,no,2008-11-18,,24,Blue Monk,The Halftones,halftones,,,Atlanta ska from the mid ‘90s?
wfit,no,2008-11-18,,25,Goddess on a Highway,Mercury Rev,mercury-rev,,,"Tragically obscure, that Mercury Rev"
wfit,no,2008-11-18,,26,BREAK
wfit,no,2008-11-18,,27,Hey! Bellboy!,Gloria Wood,gloria-wood,,,Ding!
wfit,no,2008-11-18,,28,Seinn O!,Mouth Music,mouth-music,,,"Wild Gaellic groove -- was it me, or was the CD malfing?"
wfit,no,2008-11-18,,29,Put It Down,Mike Doughty,mike-doughty,,,From Soul Coughing
wfit,no,2008-11-18,,30,BREAK
wfit,no,2008-11-18,,31,September 1st,Los Femurs,los-femurs,,,Check out the musical reference!
wfit,no,2008-11-18,,32,Sad Lover’s Waltz,Camper Van Beethoven,camper-van-beethoven,,,"It’s sad, and it’s a waltz"
wfit,no,2008-11-18,,33,Cerdo,Molotov,molotov,,,Directo desde Mexico! No me llames cerdo!
wfit,no,2008-11-18,,34,BREAK
wfit,no,2008-11-18,,35,Epsilon,The Anubian Lights,anubian-lights,,,"Oh my, what a trainwreck!"
wfit,no,2008-11-18,,36,Alcohol,CSS,css,,,Brazilectric
wfit,no,2008-11-18,,37,I’d Like That,XTC,xtc,,,Because one three letter band deserves another
wfit,no,2008-11-18,,38,She Took Off My Romeos,David Lindley,david-lindley,,,"David, so romantic"
wfit,no,2008-11-18,,39,BREAK
wfit,no,2008-11-18,,40,What Was Left Was Red,The Leaving Trains,leaving-trains,,,Leaving James Trainwreck
wfit,no,2008-11-25,,1,Baby Bitch,Aluminum Babe,aluminum-babe,,,Hail Boognish!
wfit,no,2008-11-25,,2,BREAK
wfit,no,2008-11-25,,3,Hawaii Bikini Inspector,Monsieur LeRoc,monsieur-leroc,,,More of that deutsch fonqe
wfit,no,2008-11-25,,4,MissTake,Horrorpops,horrorpops,,,Thumpa thumpa... chick on bass
wfit,no,2008-11-25,,5,19-2000,Gorillaz,gorillaz,,,What is a cool shoeshine?
wfit,no,2008-11-25,,6,BREAK
wfit,no,2008-11-25,,7,Baise Ça,Listing Ship,listing-ship,,,Now this is in my head.
wfit,no,2008-11-25,,8,Funky Fire,The Aggrolites,aggrolites,,,The always-excellent Aggrolite with their modern CA reggae
wfit,no,2008-11-25,,9,I’ll Take You There,The Staple Singers,staple-singers,,,"From the ‘70s, but quite simpatico with the Aggrolites"
wfit,no,2008-11-25,,10,BREAK
wfit,no,2008-11-25,,11,Computer,Arling + Cameron,arling-cameron,,,"Dedicated to the Librarian, loving that fat synth lead"
wfit,no,2008-11-25,,12,Donut,Optiganally Yours,optiganally-yours,,,"Pea Hix and Rob Crow, also of Pinback and more"
wfit,no,2008-11-25,,13,Uphill Spectre,Animal,animal,,,Urgent
wfit,no,2008-11-25,,14,Very Rare,Jon Spencer Boosexposion,jon-spencer-boosexposion,,,Going out all the way to Rancho Relaxo
wfit,no,2008-11-25,,15,BREAK
wfit,no,2008-11-25,,16,Hot For Twinkies,The Go-Nuts,go-nuts,,,I don’t know the full story. You tell me.
wfit,no,2008-11-25,,17,Alan Bean,Hefner,hefner,,,Amazing song about the astronaut
wfit,no,2008-11-25,,18,Up + Down,The Donner Party,donner-party,,,Feat. Sam Coombs from Quasi
wfit,no,2008-11-25,,19,BREAK
wfit,no,2008-11-25,,20,Eskinaut,Star Sign Scorpio,star-sign-scorpio,,,Fuzziness galore
wfit,no,2008-11-25,,21,Gopher Mambo,Yma Sumac,yma-sumac,,,What a set of pipes.
wfit,no,2008-11-25,,22,Indios do Norte,Forro In The Dark,forro-in-dark,,,With some help from David Byrne
wfit,no,2008-11-25,,23,BREAK
wfit,no,2008-11-25,,24,Sweater Weather,The Oranges Band,oranges-band,,,Going out to Wednesday the 18th
wfit,no,2008-11-25,,25,That Don’t Work That Well For Us,Je Suis Africa,je-suis-africa,,,
wfit,no,2008-11-25,,26,Dreaming,Yo La Tengo,yo-la-tengo,,,
wfit,no,2008-11-25,,27,BREAK
wfit,no,2008-11-25,,28,On The Road,The Bowmans,bowmans,,,"Going out to the Bowmans, duh"
wfit,no,2008-11-25,,29,Abort,Tribe,tribe,,,Reminiscent of Laurie Anderson
wfit,no,2008-11-25,,30,Only Child,Mostly Bears,mostly-bears,,,So Dramatic
wfit,no,2008-11-25,,31,BREAK
wfit,no,2008-11-25,,32,Relax,The Boneless Children Foundation,boneless-children-foundation,,,"Winner, band name of the night"
wfit,no,2008-11-25,,33,Take Your Credit Cards and Burn Them,Treephort,treephort,,,Short and to the point
wfit,no,2008-11-25,,34,Dreaming For The World,The Solace Brothers,solace-brothers,,,It’s so hooky.
wfit,no,2008-11-25,,35,BREAK
wfit,no,2008-11-25,,36,Besh O Drom,Tortapapir,tortapapir,,,Almost forgot some Balkanity!
wfit,no,2008-11-25,,37,Let Me Take You Far Away,Shake,shake,,,Groovy psychedelia
wfit,no,2008-11-25,,38,Flesh Number One,Robyn Hitchcock,robyn-hitchcock,,,From... Globe of Frogs?
wfit,no,2008-11-25,,39,BREAK
wfit,no,2008-11-25,,40,Let’s Do It,Eartha Kitt,eartha-kitt,,,Meeeeow.
wfit,no,2008-11-25,,41,You Are Invited,The Dismemberment Plan,dismemberment-plan,,,Gotta love a band name from Groundhog Day
wfit,no,2008-11-25,,42,Tidal Wave,The Apples In Stereo,apples-in-stereo,,,From their early days
wfit,no,2008-11-25,,43,BREAK
wfit,no,2008-11-25,,44,Negrume Da Noite,Virginia Rodriguez,virginia-rodriguez,,,Brazilian Minimalism ... good night!
wfit,no,2008-12-02,,1,Ice Ice Baby,Ben Kweller,ben-kweller,,,Yes. You heard right
wfit,no,2008-12-02,,2,BREAK
wfit,no,2008-12-02,,3,Hierarchy Rock,Jason Trachtenberg,jason-trachtenberg,,,"Solo album, produced by Chris Ballew of PUSA"
wfit,no,2008-12-02,,4,Sweetness Lies Within,Hefner,hefner,,,Darren Hayman’s voice breaks my heart
wfit,no,2008-12-02,,5,Got It (What You Need),Galactic,galactic,,,The sound of New Orleans
wfit,no,2008-12-02,,6,BREAK
wfit,no,2008-12-02,,7,Let’s Move,Sir Millard Mulch,sir-millard-mulch,,,"Pack, unpack, pack up again and head right back"
wfit,no,2008-12-02,,8,Ring The Alarm,Tenor Saw,tenor-saw,,,A definitive sound system classic
wfit,no,2008-12-02,,9,Alfie,Lily Allen,lily-allen,,,Going out to George!
wfit,no,2008-12-02,,10,BREAK
wfit,no,2008-12-02,,11,Sauerschnauze,Bodenstandig 3000,bodenstandig-3000,,,"Or as we hipsters know them, B3K"
wfit,no,2008-12-02,,12,1000 Words,Arthur + Yu,arthur-yu,,,Sounds like the Velvet Underground to me...
wfit,no,2008-12-02,,13,By The Way,Cagnee + Lacey,cagnee-lacey,,,Had to follow up with more crypto-VU
wfit,no,2008-12-02,,14,BREAK
wfit,no,2008-12-02,,15,The Burnout,Gosling,gosling,,,Dig that Benny + The Jets reference
wfit,no,2008-12-02,,16,I Got A Man,Positive K,positive-k,,,From DJ Kicks : Hot Chip
wfit,no,2008-12-02,,17,Like You,Gramme,gramme,,,From DJ Kicks : Hot Chip
wfit,no,2008-12-02,,18,Your Ironic T-Shirt,Atomic 7,atomic-7,,,Always the best song titles
wfit,no,2008-12-02,,19,BREAK
wfit,no,2008-12-02,,20,RR vs. D,Au,au,,,Nice fakeout! To carnival music!
wfit,no,2008-12-02,,21,Ani Meki,Habiluim,habiluim,,,“I’m throwing up!”
wfit,no,2008-12-02,,22,Ungawa,Chow Nasty,chow-nasty,,,Narsty... ungawa!
wfit,no,2008-12-02,,23,BREAK
wfit,no,2008-12-02,,24,Business Time,Flight of the Conchords,flight-of-conchords,,,Hey... that’s tomorrow!
wfit,no,2008-12-02,,25,Barnes,Pinback,pinback,,,Too many coincidences to not play this
wfit,no,2008-12-02,,26,Le Pain Perdu,Cibo Matto,cibo-matto,,3:29,“The lost bread”?
wfit,no,2008-12-02,,27,BREAK
wfit,no,2008-12-02,,28,Train To Chicago,Drink Me,drink-me,,,"“Gas station neon sign, orange and white.”"
wfit,no,2008-12-02,,29,Tequila Calling,Big Sandy + his Fly-Rite Boys,big-sandy-his-fly-rite-boys,,,Western swing done right
wfit,no,2008-12-02,,30,When I Drink,The Avett Brothers,avett-brothers,,,
wfit,no,2008-12-02,,31,BREAK
wfit,no,2008-12-02,,32,Outside Chance,Heavy Trash,heavy-trash,,,Murcy. Featuring John Spensah of the Boosexposion
wfit,no,2008-12-02,,33,I Got You,Split Enz,split-enz,,,Hooray for New Zealand
wfit,no,2008-12-02,,34,Cora,The Mommyheads,mommyheads,,,Where is Adam Elk now?
wfit,no,2008-12-02,,35,BREAK
wfit,no,2008-12-02,,36,That’s That,Cass McCombs,cass-mccombs,,,
wfit,no,2008-12-02,,37,All-Night Dinah,Venice Shoreline Chris,venice-shoreline-chris,,,"AKA Chris Murray, who is very Canadian and pale"
wfit,no,2008-12-02,,38,Into Action,Tim Armstrong,tim-armstrong,,,"From Rancid, etc."
wfit,no,2008-12-02,,39,Nick Cave Dolls,Bongwater,bongwater,,,I want one!
wfit,no,2008-12-02,,40,BREAK
wfit,no,2008-12-02,,41,Buzz,B. Fleischman,b-fleischman,,,Sink into honey...
wfit,no,2008-12-09,,1,Six Months In A Leaky Boat,Ted Leo,ted-leo,,,Some Split Enz to start things off...
wfit,no,2008-12-09,,2,BREAK
wfit,no,2008-12-09,,3,Hablas Con Migo Señor?,Torpedo Boyz,torpedo-boyz,,,Funny stuff... if you know Spanish
wfit,no,2008-12-09,,4,Spanish Bombs,The Clash,clash,,,Spanish Bombs in Costa Rica!
wfit,no,2008-12-09,,5,You’re Supposed to be My Friend,1990s,1990s,,,More Glaswegian snottiness
wfit,no,2008-12-09,,6,BREAK
wfit,no,2008-12-09,,7,Strano Mondo di Tanto Nome,Die Moulinettes / Stereo Total,die-moulinettes-stereo-total,,,Wonderful remix from Stereo Total
wfit,no,2008-12-09,,8,Interlude with Les Hommes,Les Hommes,les-hommes,,3:14,"Very smooth, very nice"
wfit,no,2008-12-09,,9,Mambo Sun,T. Rex,t-rex,,,"Mmm, yes. Glitter for you"
wfit,no,2008-12-09,,10,BREAK
wfit,no,2008-12-09,,11,Ripple,Grateful Dead,grateful-dead,,,By request!
wfit,no,2008-12-09,,12,Lamentation Walloo,Boogie Balagan,boogie-balagan,,,The chosen people ROCK
wfit,no,2008-12-09,,13,Chocochip,Money Mark,money-mark,,,"So good, it got played twice"
wfit,no,2008-12-09,,14,BREAK
wfit,no,2008-12-09,,15,TV Party,Asylum Street Spankers,asylum-street-spankers,,,Black Flag... from Repo Man strck. Anyone hear about the Repo Man sequel?
wfit,no,2008-12-09,,16,The Other SIde Of The Moon,Don Tiki,don-tiki,,,Surprise ending there...
wfit,no,2008-12-09,,17,Dark Hair Is Cool Too,The Graves,graves,,,
